parent_id,parent,reply,character
21626,"Once upon a time we were natural enemies, but we’ve overcome our differences. Much like Germany and Italy in World War—",No.,Jim
21627,"Oh, bodes well for the post-conference room meeting.","All depends on the conference room meeting itself. Uh, okay.",Jim
21628,Is that them again?,Yeah.,Jim
21629,Maybe you should call back?,I will. I will.,Jim
21630,Welcome.,He welcomes you.,Jim
21631,Please take an agenda item.,Your agenda-taking pleases him.,Jim
21632,"Have a seat, Phyllis. There we go. As you know, I like to begin each day with an inspirational quote. “Some say the only failure there is is the failure to try.” That is wrong. Failure of any kind is failure. Jim, over to you.","Let’s not get crazy and ruin our no-nonsense streak, all right? So, for instance, if you’re expecting a fax today, please don’t yell out, “Michael J. Fax from Fax to the Future.” Ok? That’s nonsense.",Jim
21633,Question.,"Yes, beautiful girl in the front.",Jim
21634,"We are expecting a water delivery today at 10am. What if, as they’re delivering the water jugs, someone screams out, “Nice jugs”?",That’s obviously nonsense. Nonsense. And what percentage of nonsense do we tolerate in this office?,Jim
21635,"Ok. Um, new agenda item. Phillip will be joining us in the office today.","Gotta write that down. Ok, big day today. Airing of the documentary. Who’s excited?",Jim
21636,Not now! Private time!,I love Star Wars as much as the next guy—,Jim
21637,"Hey, hey! Seriously?","My god, I’m so sorry. Well this might make up for it: I think I have found an enormous source of overlooked PFN.",Jim
21638,"Which is, of course…",Potential future nonsense.,Jim
21639,"Yes, good abbreviating, Jim. That saved some time. Now, hurry up, shut the door. Break it down for me.",I’m gonna need you to look at your hierarchy mobile. You’ve got a regional manager.,Jim
21640,The power source.,"Obviously, the assistant to the regional manager.",Jim
21641,"A loyal, but bungling apostle.",But what about the assistant assistant to the regional manager?,Jim
21642,Someone to whisper in the ear of the consigliore.,Exactly.,Jim
21643,"I’d have to get some more wire and string, but it’s doable. Do you think any of them out there are capable?","Yeah, right. I mean, unless they’re willing to pass some tests.",Jim
21644,I like the sound of that. Who do you have in mind?,"Well, I know this sounds crazy, but how would King Arthur choose the next knight of his round table?",Jim
21645,What are you so excited about?,Nothing.,Jim
21646,Fine.,Today we will be testing candidates for the position of assistant to the assistant to the regional manager.,Jim
21647,"You’ll always have the upper hand, when you’ve got a good a-arm. Trademark pending.","This is not an excuse to blow off work doing carnival-like activities. Sure, every participant will be getting a corndog, but that’s for fueling only. No savoring.",Jim
21648,"Wow, the honor. God, I envy them.",He envies you.,Jim
21649,"You don’t need to repeat right now, when I’m saying it.",Alright.,Jim
21650,"Uh, two.","985,000,000,000,017.",Jim
21651,"Not even close, Meredith. Come on!","Okay, Pam. What song is running through my head right now?",Jim
21652,Theme song from Saved by the Bell.,"Oh, my god! It was the theme song to Boy Meets World.",Jim
21653,"Wait, no, no, no, stop. Spouses can read each other’s minds. You’re trying to give your wife this job.","That’s exactly what I was doing. Plop, what animal am I picturing?",Jim
21654,A horse.,"Ew, the exact opposite, actually.",Jim
21655,What’s the opposite of a horse?,Come on.,Jim
21656,Come on.,Sea horse.,Jim
21657,Sea horse.,Whoa. How did you know that I was gonna—,Jim
21658,Whoa. How did you know that I was gonna—,Say that? Uncanny.,Jim
21659,Yeah.,Do you want a corn dog?,Jim
21660,I would love a corn dog.,"We’ll see. You are an assistant who’s just gotten a phone message. I am in a meeting with Dwight, Robert Dunder, and his niece. Uh-oh, look who came to join us. The Turkish ambassador to Armenia, Yuri Slovak, who, by the way, is extremely embarrassed about the size of his nose. Go ahead and read that phone message.",Jim
21661,"No, no, no, no! You don’t read it aloud like that! God! Besides, the whole thing is a trick question. There’s no Turkish ambassador to Armenia. The two countries don’t have diplomatic relations.",Uncanny.,Jim
21662,I’ll try this one.,"Phyllis! Grab both these coffees, double-fist it, and head through this obstacle course.",Jim
21663,Hot!,"Yeah. It’s real. It’s the only way you’ll learn. OK, and go ahead. Oh, god, nice! She’s through the green, everybody. Here comes yellow, real doozy. Careful!",Jim
21664,"No, no, no! Phyllis, seriously?",Look at that form.,Jim
21665,"Oh, god, this is pathetic! The boss needs his coffee! Augh! Ah! Here you are, sir! Here’s your coffee! Ah, my skin, ow, ow! It burns! Ah!",Uncanny.,Jim
21666,Guess I’m going upstairs.,"You know, Dwight, this whole search for the assistant thing—none of these people are good enough.",Jim
21667,I know.,"What I’m about to say makes no logical sense, and yet, it might be the most logical thing I’ve ever said.",Jim
21668,"Jim, this is gonna come as no surprise but I know exactly what you are going to say. The only possible assistant to my assistant-",Is-,Jim
21669,Yes! Thank you.,"I think you might want to kneel for this. And yet, the manager for Dunder Mifflin kneels for no one. That’s it. You look really, really good.",Jim
21670,Hey.,You all right? What’s going on?,Jim
21671,Are you happy?,"Yes, I’m happy.",Jim
21672,"No, I know that you’re, like, happy and, like, you had fun today.",Yeah.,Jim
21673,And that was fun. But what about a year from now?,What?,Jim
21674,What about five years from now?,Pam.,Jim
21675,"Because I’m so glad you’re back, baby, but I’m just—I was talking to Darryl, and he was talking about the trip, and I just feel like you’re giving up so much.","This was my decision, not yours.",Jim
21676,Okay.,You didn’t force me.,Jim
21677,I kind of forced you to do it.,You did not force me to do this.,Jim
21678,"Yes, I did.",I don’t know how else to tell you.,Jim
21679,I’m afraid that you’re gonna resent me and I’m afraid that—,Resent you?,Jim
21680,This is not enough for you and I’m afraid that I’m not enough for you.,Is that really what you think?,Jim
21681,Bye.,"You threw the summoning bag at me, sir?",Jim
21682,I need you to perform a test.,Perform a test.,Jim
21683,On an innocent baby.,"Ooh, I like where this is going. Unfortunately I have a lot of work today so I’m gonna have to hand this off to my number two. But, don’t worry, he’s the best in the biz.",Jim
21684,Damn straight.,Unless you think he can’t handle it.,Jim
21685,"Hey, he can handle it.",All right.,Jim
21686,What is this?,"Well I’ve been trying to tell you how I feel, and you wouldn’t believe me, so I needed a little help.",Jim
21687,Jim! I need my assistant to the regional manager. Code red.,"OK, I don’t have my pocket code chart on me, right now, so.",Jim
21688,Now.,"I have an assistant now, who can help you with whatever you need. He is lazy, so crack the whip.",Jim
21689,Go ahead.,"Ok, um, this is… —I’ll be right back.",Jim
21690,I was thinking of proposing to Esther today.,"Wow! Congratulations, that’s a really big step.",Jim
21691,"She’s got a ton of great qualities. She’s young, she’s beautiful, genes so pure you could lick them. Her family admires me, my family tolerates hers. A lot of them are the same people because we’re third cousins, which is great for bloodlines and isn’t technically incest.",Right in the sweet spot. I think you’re gonna be really happy.,Jim
21692,"Plus her dowry contains a walk-in freezer full of frozen, premium cattle sperm.",That’s a lot of pros.,Jim
21693,"And did I mention that she weaves? Colorful, durable blankets and rugs! It all adds up.",So what is the problem?,Jim
21694,Some sort of virus?,Love.,Jim
21695,"You’re a good assistant, Jim.",Not as good as you.,Jim
21696,That’s very true. Get the hell outta here.,You got it.,Jim
21697,Yeah.,"Well, then I guess you’re ready for this.",Jim
21698,What’s that?,It’s from the teapot. Everything you’ll ever need to know is in that note. Not enough for me? You are everything.,Jim
21699,"One thing we do know, nothing will ever be the same.",Here we go.,Jim
21700,"I’ve, uh, I’ve been at Dunder Mifflin for 12 years, the last four as Regional Manager. If you want to come through here… See we have the entire floor. So this is my kingdom, as far as the eye can see. This is our receptionist, Pam. Pam! Pam-Pam! Pam Beesly. Pam has been with us for… forever. Right, Pam?",Well. I don’t know.,Pam
21701,"If you think she’s cute now, you should have seen her a couple of years ago.",What?,Pam
21702,Any messages?,"Uh, yeah. Just a fax.",Pam
21703,"Oh! Pam, this is from Corporate. How many times have I told you? There’s a special filing cabinet for things from corporate.",You haven’t told me.,Pam
21704,Really? I didn’t… Did we get a fax this morning?,"Uh, yeah, the one…",Pam
21705,"Why isn’t it in my hand? A company runs on efficiency of communication, right? So what’s the problem, Pam? Why didn’t I get it?",You put in the garbage can that was a special filing cabinet.,Pam
21706,Yes?,Are you going to Angela’s cat party on Sunday?,Pam
21707,Hey.,This is Mr. Scott.,Pam
21708,"I don’t think it would be the worst thing if they let me go because then I might… I don’t think it’s many little girls’ dream to be a receptionist. I like to do illustrations. Um… Mostly watercolor. A few oil pencil. Um, Jim thinks they’re good.",Dunder Mifflin. This is Pam.,Pam
21709,"Relax. Everything’s under control. Uh, yeah. Yeah. That’s important. Right. Oh this is so important, I should run to answer it.",What?,Pam
21710,"Come on. Six-Million Dollar Man! Steve Austin! Actually, that would be a good salary for me, don’t you think? Six million dollars? Memo to Jan. I deserve a raise.",Don’t we all?,Pam
21711,I’m sorry?,Nothing.,Pam
21712,"I know. Hold on a second. I think Pam wanted to say something. Pam, you had a look that you wanted to ask a question just then.",I was in the meeting with Jan and she did say that it could be this branch that gets the axe.,Pam
21713,He put my stuff in Jell-O again.,...,Pam
21714,Do you like going out at the end of the week for a drink?,Yeah.,Pam
21715,That’s why we’re all going out. So we can have an end-of-the-week-drink.,So when are we going out?,Pam
21716,"Tonight, hopefully.",OK. Yeah.,Pam
21717,"Hey, baby.",Hey.,Pam
21718,"No, no. Come on. Let’s get out of here and go home.",OK. I’m gonna be a few minutes. So it’s only twenty past five. I still have to do my faxes.,Pam
21719,"Just follow my lead. Don’t pimp me, all right? Come in. So, uh, Corporate just said that I don’t want to…",You got a fax.,Pam
21720,"Oh, thank you. Pam, can you come in here for a sec. Just have a seat. I was gonna call you in anyway. You know Ryan. As you know, there is going to be downsizing. And you have made my life so much easier in that I am going to have to let you go first.",What? Why?,Pam
21721,"Why? Well, theft and stealing.",Stealing? What am I supposed to have stolen?,Pam
21722,Post-it Notes.,"Post-it Notes? What are those worth, 50 cents?",Pam
21723,"50 cents, yeah. If you steal a thousand Post-It Notes at 50 cents apiece, and you know, you’ve made a profit… margin. You’re gonna run us out of business, Pam.",Are you serious?,Pam
21724,Yeah. I am.,I can’t believe this. I mean I have never even stolen as much as a paperclip and you’re firing me.,Pam
21725,"You been X’d punk! Surprise! It’s a joke. We were joking around. See? OK. He was in on it. He was my accomplice. And it was kind of a morale booster thing. And we were showing the new guy around, giving him the feel of the place. So you… God, we totally got you.",You’re a jerk.,Pam
21726,How are things?,Good. I thought you were going out for a drink with…,Pam
21727,"Oh no, I just decided not to. How’s your headache?","It’s better, thanks.",Pam
21728,Good. Good.,Yeah.,Pam
21729,That’s great,Is…?,Pam
21730,Yeah?,Um… Are you…,Pam
21731,Am I walking out?,Yes.,Pam
21732,"Yes, I… Do you want to…",Yeah.,Pam
21733,"Oh, Roy.","Yeah. Listen, have a nice weekend.",Pam
21734,"Pam! Pam-Pam! Pam has been with us for… forever. Right, Pam?",I guess.,Pam
21735,"Yeah, at one time or another every guy in the office has sprayed on Pam.",What?,Pam
21736,What’s that?,Wired.,Pam
21737,"Oh, John Belushi. What a crazy guy. Phew, freaked myself out this morning.","Oh, yeah.",Pam
21738,"Yeah. I thought I found a lump. I checked the, uh… I check the jewels every month. This time… You know, it’s a little different. It was fine. It was fine. But freaky, man, you know. Testicular cancer, God. Cancer, whoa testicles. So… What’s, um… What you eating?",Smoked turkey.,Pam
21739,Solitaire?,"Yeah, Freecell.",Pam
21740,Six on seven.,I know. I saw that.,Pam
21741,"So then, why didn’t you do it?",I’m saving that ’cause I like it when the cards go T-ts-ts-tch-tch-tch.,Pam
21742,Oh this is a good one.,"Um, hi. How are you?",Pam
21743,Fine. How are you?,Great.,Pam
21744,I admire your culture’s success in America.,Thank you.,Pam
21745,Um… Shalom. I’d like to apply for a loan.,"That’s nice, Dwight.",Pam
21746,"OK, do me. Something stereotypical so I can get it really quick.","OK, I like your food.",Pam
21747,"Pam, come on. “I like your food.” Come on stir the pot. Stir the melting pot, Pam! Let’s do it. Let’s get ugly. Let’s get real.","OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be a very good driver.",Pam
21748,Um… Hey.,Mmmm.,Pam
21749,Hey.,Oh.,Pam
21750,We can go.,Sorry.,Pam
21751,Beautiful.,"Um, that spells incest.",Pam
21752,What’s your win rate?,Seventy-six percent. What’s yours?,Pam
21753,You’re not allowed to play two-player. You need to start over.,You’re doing fine.,Pam
21754,"Um, what’s going on here?",People treat us like the race on our forehead. And then we guess what race we are.,Pam
21755,"Good. So, am I a hunter gather culture?",No.,Pam
21756,Do I live near a harbor or an ocean?,No.,Pam
21757,"No, I’m an inland. Am I a mountainous?",No.,Pam
21758,Am I nomadic?,No.,Pam
21759,"Okay, okay, okay, okay. I think I got this. Um, I am treated in a foreign way with a great deal of prejudice. Am I one of those tribes in Africa? The piggies, or whatever?",No.,Pam
21760,"Oh, okay. Here we go, breakthrough radar. What happened? What happened here?",It didn’t have anything to do with race.,Pam
21761,"What, huh?",What card was she?,Pam
21762,Pam. Pamela. Pam-elama-ding-dong. Making copies.,I’m not making any copies.,Pam
21763,"Let’s go. Messages. Stat. Lots to do, lots to do. Information superhighway.",Nothing new.,Pam
21764,Lay them on me. What?,There’s nothing new.,Pam
21765,That’s not what you said earlier.,"Oh, do you want me to repeat the messages that I gave you before for the…",Pam
21766,"Last night on Trading Spouses, there’s… have you seen it?",No. I have a life.,Pam
21767,"Interesting, what’s that like?",You should try it sometime.,Pam
21768,Wow. But then who would watch my TV? That is…,… your problem.,Pam
21769,"Pam, Michael Scott. How’s tricks?",Where are you?,Pam
21770,"Oh, I am in my office. I am swamped. I have work up to my ears I’m busy, busy, busy. Can’t step away. I just wanted to check in and see how everybody’s doing. Everybody cool out there?","Actually, people are really unhappy. Um, Dwight sent around this memo and people are freaking out ’cause the…",Pam
21771,"Pam! Whoa, whoa, I’m sorry, I’m sorry, I, I, I, I gotta go. I’m getting a call.",No you’re not.,Pam
21772,"I have to make a call after I finish… my work. You know what? Uh, just don’t let anybody in my office under any conditions today. I’m just too busy. Too swamped, you know? I am unreachable. I am incommunicado, capisce?",OK.,Pam
21773,"Thank you, Oh, gah, here we go again. Gotta go, I have to take this.",Still no one calling.,Pam
21774,I thought it was a workspace?,OK. Dwight. Are you really in charge of picking the health care plan?,Pam
21775,Yes. And my decision in final.,This is a ridiculously awful plan. Because you cut everything.,Pam
21776,"I don’t need them. Superior genes. I’m a Schrute. And superior brain power. Through concentration, I can raise and lower my cholesterol at will.",Why would you want to raise your cholesterol?,Pam
21777,"Ah, what? Which memo?",Dwight’s health care memo. I told you about it.,Pam
21778,It’s like a pay decrease.,"Michael, he made huge cuts.",Pam
21779,You know what? Come with me. We are going on a little mission. Operation Surprise.,Where are you going?,Pam
21780,Wait. What are you writing? Don’t write Ebola or mad cow disease. Right? ‘Cause I’m suffering from both.,I’m inventing new diseases.,Pam
21781,"Oh, great.","So, let’s say my teeth turn to liquid and then, they drip down the back of my throat. What would you call that?",Pam
21782,I thought you said you were inventing diseases? That’s spontaneous dental hydroplosion.,Nice.,Pam
21783,Killer nanorobots?,It’s an epidemic.,Pam
21784,"OK, can you hold on? I’m getting the, ah, beep. ] Jim Halpert.","Hey, Jim. It’s Pam.",Pam
21785,Jim! Open the door!,"Good, how are you? Busy?",Pam
21786,Jim!,"Um, I’m not bothering you, am I?",Pam
21787,"No, not at all.",You don’t have anything you’re doing?,Pam
21788,Jim!,"Oh great. Um, no, this weekend? Nothing. I’m not really doing anything.",Pam
21789,Oh yeah?,I might go to the mall.,Pam
21790,Jim!,I need new shoes.,Pam
21791,"OK, the health care plan.",Why did you put Dwight in charge of that? He did a horrible job.,Pam
21792,"Okay, here’s uh, this is very simple. “Dwight’s Workspace,” nice.",Mmm hmm.,Pam
21793,"Um, this one interesting the power comes from the font in this one. “Schrute Space,” very medieval, very England. Um, this one’s forceful, this one’s very Dwight. “Quiet! Dwight Schrute Working,” it’s good.",Mmm hmm.,Pam
21794,"I really heard him on that. This one’s interesting I’m not really sure what he meant by this. Um, “Dwight Schrute Privates.” Tough to say.",Yeah.,Pam
21795,100%.,Did you just mark on that?,Pam
21796,"I don’t think so, no.",You made a “P.”,Pam
21797,"Why do you want health care, Pam? Hmm? Why do you want it?",In case I get sick.,Pam
21798,"Why don’t you just go ahead and use Roy’s health care plan, huh?",Because we’re not married.,Pam
21799,"But you’re engaged. Aren’t you and maybe you’ve set a date for the wedding, hmm? And because you know you’re going to get married you don’t have to take our health care plan seriously.",We haven’t set a date.,Pam
21800,"You really expect me to believe you haven’t set a date? I think you have. Sure Pam, sure. But you know what, you’ve been engaged for three years and I know you’ve set a date. And you know what else, I know you’ve got coverage under Roy and I know that you wrote down those fake diseases. Admit it. Admit it, Pam.","Shut up, Dwight.",Pam
21801,You wrote down… I didn’t give you permission to.. I didn’t…,I’m not talking to you anymore.,Pam
21802,Who is it? Who’s the birthday?,"Um… Actually, we don’t have any staff birthdays coming up.",Pam
21803,Next person on the…,Oh.,Pam
21804,…calendar.,"Okay, umm… that would be Meredith.",Pam
21805,"Yes! All right, come on down Meredith!",But it’s not until next month.,Pam
21806,"Um… uh, OK. Well, great, well, you know, it’ll be a surprise.",You still want to have a party?,Pam
21807,"Well, there’s green, um, blue… yellow… red…",How about green?,Pam
21808,"She’s not the only one that’s going to be eating it, right? I think everybody likes ice-cream cake. It’s not, uh, it’s not just about her, so…",It is… her birthday.,Pam
21809,Oh yeah.,What does that even mean?,Pam
21810,"Sure, what’s up?","Um, I don’t know, I’m just like, I’m going a little crazy ’cause I keep overhearing all these conversations between Michael and corporate about like, staff issues?",Pam
21811,Oh no?,"Yeah, he’s making me take notes on these meetings and I’m, like, “These people are my friends.” But he’s all like, “This is confidential. You can’t tell anybody.” But I just feel like I want to… aaah. Just promise me you’re not gonna say anything.",Pam
21812,"No, will not, I’m not going to tell anybody. This is between you and me.","OK, yeah.",Pam
21813,"OK, OK. I have something that totally tops the box.","Oh, tell me, tell me.",Pam
21814,"But before he does so, I told him that he should dye his hair to go undercover.",That’s perfect!,Pam
21815,"No, no, dude, no.","Hey, Hey!",Pam
21816,"No, dude, no, I was just, listen! Whoa.",Come on.,Pam
21817,"God, I don’t even, I don’t even know how to explain this. Uh, um… Dwight, uh, asked me to be in an alliance. And then um… um… we were… we’ve just been messing with him. Uh, because of the whole alliance thing. Um…",It’s just office pranks.,Pam
21818,"All righty then, well I see you’re going for the whole bored supermodel thing. “Dunder Mifflin, this is Pam. May I help you?” Smoke, smoke, smoke, smoke.",I wasn’t really going for anything.,Pam
21819,"No, no. I get it, I get it, I get it. A child is born, “Oh, oh-hum.” A beautiful sunset, “No, I’ll catch the next one.” Right? Unicorn walks into the office, “Oh, do you have an appointment?” Okay, look Pam this is not meant as a criticism, but let me tell you what you’re doing wrong. You are the voice of this company, right? And when clients call and you’re not smiling they can hear that in your voice. It is a real turnoff.",Are you being serious?,Pam
21820,"Yes, I am, absolutely. So, the next call we get I’d like you to smile. I’d like to see a big smile.",Okay.,Pam
21821,Okay.,No one’s calling.,Pam
21822,"I know, somebody will. And we’ll wait.",Sometimes there’s a lot of time between the calls.,Pam
21823,"I know, I know, we will wait.",Okay.,Pam
21824,"We will wait for the call and you will smile. Let me try something, just while we’re waiting.",Okay.,Pam
21825,"Tell me if I’m smiling or not. Hi Pam, how are you? Was I smiling?",Yes.,Pam
21826,"Okay, let me try this one. Hi Pam, how are you?",No.,Pam
21827,I mean you can tell.,"Yeah, I could tell.",Pam
21828,I wasn’t smiling that time and they can tell too.,That was a good example.,Pam
21829,"Thank you. All right, when we get a call I’ll come back and you’ll do the smile.",Okay.,Pam
21830,Show time! It’s show time!,"Dunder Mifflin, this is Pam. One moment I’ll transfer you.",Pam
21831,Yes! Thank you. God. She gets it. We just picked the best one right? Just had it.,"I’m so sorry. … seriously, we’re just…",Pam
21832,Off the backboard!,Please don’t throw garbage at me.,Pam
21833,"Oh, Pam with a zinger. Hey, Pam, how would you, like to be our cheerleader today? You know, some, ah, pigtails? A little, ah, halter top, you could tie that up. And you know, something a little, just, youthful, for a change. Just this once?","I don’t think so Michael. Besides, I can’t cheer against my fiance.",Pam
21834,"Yeah, I bet you would. Just try not to be too gay on the court. And by gay I mean, um, you know, not in a homosexual way at all. I mean the uh, you know, like the bad-at-sports way. I think that goes without saying.",Maybe Angela would cheerlead.,Pam
21835,You coming down?,"Yeah, I’m just forwarding the phones.",Pam
21836,You gonna wish me luck?,"Yeah, you’re gonna need it.",Pam
21837,Is that trash talk from Pam?,"I’m just saying, Roy is very competitive.",Pam
21838,Oh.,And he wants to take the WaveRunners to the lake this Saturday so…,Pam
21839,"Well, I’m going to the outlet mall on Saturday, so if you wanna save big on brand names and Roy has to work, which he will, because I’m also competitive, you should feel free to come along.","Um, I think I’m gonna be up at the lake.",Pam
21840,Who’s got Roy?,Woo!,Pam
21841,"…so I talked to the scout, it looks good.",Mmm-hmm.,Pam
21842,Hey baby.,Hey.,Pam
21843,Look at Larry Bird. Larry Legend.,"Yeah, he’s, uh, pretty good, huh? Let’s get you into a tub.",Pam
21844,"Pam, Pam, thank you ma’am. Messages, please. Thank you.",New pants?,Pam
21845,"Uh, yes. Thank you for noticing.",Abercrombie & Fitch?,Pam
21846,"Tah, come on Dwight. Just help me out here. That’s just stupid.","Uh, Michael?",Pam
21847,Pam!,"Hey, there’s a…",Pam
21848,Burger with cheese!,There’s a person here…,Pam
21849,And fries!,There’s…,Pam
21850,And shake! What? Go ahead.,There’s a person here who wants to sell handbags.,Pam
21851,"No, no, no. No vendors in the office. That is a distraction.","Okay, I told her you’d talk to her.",Pam
21852,"Pam. Pam. Come on, I’m busy. So just tell her to go away.",Okay.,Pam
21853,"Wow, thanks.",There’s an HR meeting in there at 11:30.,Pam
21854,So are you jealous ’cause there’s another girl around?,No.,Pam
21855,She’s prettier than you though.,"That’s a very rude thing to say, Kevin.",Pam
21856,"Man, I would be all over that if I wasn’t dating Pam.","We’re not dating, we’re engaged.",Pam
21857,"Okay, shhhh stop… stop whatever you’re doing because this is going to be good.",...,Pam
21858,"Hi my name’s Dwight Schrute and I would like to buy a purse from you. Good lord, look at these purses! This is something special. Oh my God is this Salvatore Di-chini-asta?","Oh definitely, definitely step in and out of it like that.",Pam
21859,"Yes, well I want to stress test it. You know, in case anything happens.",Oh!,Pam
21860,Oh! That was really. This is necessary to do to really give it a good workout. This is the ooooh… This is the prettiest one of all.,Oh…,Pam
21861,"I’m going to be the prettiest girl in the ball. Oh, how much?","Oh, God. It’s sad. It’s so sad.",Pam
21862,Good.,...,Pam
21863,He did pick a good one.,You’re horrible.,Pam
21864,This one’s really good for a hot date.,"Yeah, what’s that?",Pam
21865,...,I’m engaged. So…,Pam
21866,Congratulations. You need a hot date more than anyone.,"I wished, right?",Pam
21867,Did we get any mail?,"Yeah, I gave it to you.",Pam
21868,"Yes you did. Yes, you did. Just checkin’. Just checkin’, double checkin’, checkin’ on the check. Thoroughness is very important in an office and…","So, can I..?",Pam
21869,A futon?,...,Pam
21870,He’s a grown man,That’s what he said.,Pam
21871,What’s up?,Hi.,Pam
21872,Are you still mad at me?,Roy…,Pam
21873,Come on,Cut it out.,Pam
21874,"Come on, you mad at me?",Stop it.,Pam
21875,Are you still mad at me now?,Cut it out.,Pam
21876,Are you mad at me now?,Stop.,Pam
21877,"Huh? huh? Come on… Come on, Pammy I was just kidding.","Stop, I can’t breathe.",Pam
21878,What’s up?,I’m bored.,Pam
21879,Thank you for choosing me.,"No, I’m kidding. Um, so you got big plans this weekend?",Pam
21880,"Ah, well I think I’m gonna see Katy.",Really?,Pam
21881,Yeah.,What are you guys going to do?,Pam
21882,"Oh, man I don’t know. Uh, dinner, drinks, movie, matching tattoos.",That’s great.,Pam
21883,And stuff… yeah.,That’s cool.,Pam
21884,What are you doing?,"I, I was gonna say, I think that um, we’re gonna help Roy’s cousin move.",Pam
21885,Okay.,‘Cause Roy’s got a truck.,Pam
21886,That’s cool.,"Uh, huh. Yes.",Pam
21887,"That is cool. Well, I’ll see you Monday though, right?",Great.,Pam
21888,Okay.,"Okay, I’m gonna head back.",Pam
21889,"Oh, really?",What do you think his chances are?,Pam
21890,"Well, Pam I’m not gonna lie to you, he’s chances are none. Um, he’s 41 years old, he is losing his hair and his cell phone ring is “Mambo #5.” So…",I like that song.,Pam
21891,"I don’t know though. I mean, you know that was a hit.",10 years ago.,Pam
21892,"So, you ready for the… the Dundies?",Ugh…,Pam
21893,…a little bit of Phyllis everywhere…,"Oh, yeah, this is the part where Kevin sat in front of the camcorder all night. It’s great.",Pam
21894,Live and learn.,It wasn’t. I swear.,Pam
21895,"So, what’s the joke? You’re not perfect either.","We’re not laughing at you, Dwight.",Pam
21896,So who are we laughing at?,"Um, just something somebody wrote.",Pam
21897,What is it? Who wrote it?,"Um, it’s kind of private.",Pam
21898,"That is defacement of company property. So you better tell me. Kelly, if you tell me, you’ll be punished less.","Okay, now I’m laughing at you.",Pam
21899,Be prepared to hold folks From 9 am to…,Michael…,Pam
21900,Yes.,…Dwight is banning us from our bathroom.,Pam
21901,"Yeah, let’s get out of here.",Um…,Pam
21902,"Um, guys, where you going? Pam, show’s just getting started.",Sorry.,Pam
21903,…talking about? He’s a jackass every year.,No.,Pam
21904,"Come on, we’re going to Poor Richard’s.","No, I don’t want to go, I don’t want to.",Pam
21905,Pam. Go.,"If you would have asked me that, then you would know.",Pam
21906,Hey! How are ya? I thought you left?,"Oh no, I just, I decided to stay.",Pam
21907,Oh!,I’ll just get a ride home from Angela.,Pam
21908,I think those might be empty.,"No, no. ‘Cause the ice melts and then it’s like second drink!",Pam
21909,"Yeah, alright Kev.","Woo! Hey, I haven’t gotten one yet!",Pam
21910,"Yes, I have not gotten one either. So, keep going.",More Dundies!,Pam
21911,More Dundies!,Dundies! Dundies! Dundies! Dundies!,Pam
21912,"Alright, alright, alright, okay. Alright, we’ll keep rolling. Okay, this is the fine work award. This goes to Stanley, for all the fine work he did this year.",Fine work! Fine work Stanley!,Pam
21913,"Get on down here! Pam Beesley ladies and gentlemen! Oh, here we go.",I have so many people to thank for this award.,Pam
21914,I have so many people to thank for this award.,"Okay, first off, my Keds. Because I couldn’t have done it without them. Thank you. Let’s give Michael a round of applause for MC-ing tonight because this is a lot harder than it looks. And also because of Dwight too.",Pam
21915,"Okay, first off, my Keds. Because I couldn’t have done it without them. Thank you. Let’s give Michael a round of applause for MC-ing tonight because this is a lot harder than it looks. And also because of Dwight too.","Um, so, finally, I want to thank God. Because God gave me this Dundie.",Pam
21916,"Um, so, finally, I want to thank God. Because God gave me this Dundie.","And, I feel God in this Chili’s tonight. WHOOOOOOOO!!!!",Pam
21917,What?,Nothing.,Pam
21918,Okay.,What?,Pam
21919,"It’s okay, I’m going to use my shirt.","Dwight, get off me!",Pam
21920,Whoa.,"I just want to say, that this was the best, Dundies, ever! WHOOOOOOOOO!!!",Pam
21921,"Oh, here she is. Careful, careful, whoa. Alright, easy. Almost there.","Hey, um, can I ask you a question?",Pam
21922,Shoot.,"Um, I just wanted to say thanks.",Pam
21923,Alright.,Bye.,Pam
21924,"Okay. No, no, no, no, no. Lie still, lie still.",I am fine.,Pam
21925,"Dwight, this is crazy.",Okay.,Pam
21926,I’m sorry.,I am fine.,Pam
21927,You have to put your clothes back on. People are trying to eat.,"Oh, my God.",Pam
21928,No!,"Dwight, let me up.",Pam
21929,"Pam, are you all right?",I’m fine.,Pam
21930,How many fingers am I holding up?,You’re holding up three fingers.,Pam
21931,I’m really excited to meet your Mom.,You are?,Pam
21932,Oh yeah?,mmhmm.,Pam
21933,Good. Cause I have a lot of questions.,Oh really?,Pam
21934,"So remember, intent is irrelevant. And that’s it. Pam?","Um… I just wanted to say that… Just, my Mom’s coming in today.",Pam
21935,MILF!,"Thanks, Kevin.",Pam
21936,Great point.,Thank you.,Pam
21937,That’s what she said. Pam?,Uh… my mother’s coming.,Pam
21938,"Don’t ever let this little bitch drive you around town. We got, uh, lost for half an hour.","I don’t have any DUI’s so I can drive myself, but thanks.",Pam
21939,Um… hello.,Oh my god!,Pam
21940,Oh my god!,Finally made it!,Pam
21941,Finally made it!,Hello!,Pam
21942,This is all yours?,Yeah. I’m in charge of this whole area.,Pam
21943,Yeah. I’m in charge of this whole area.,"Oh, my goodness. That’s great.",Pam
