quote_id,quote,character
1374,"I’ve never really been a costume guy. Even when I was a kid, it just felt like something I was too old for. And then this morning, when Pam hands me this little number …no.",Jim
1375,Madge from the warehouse just made her first sale. Madge. We should have been doing this a long time ago.,Jim
1376,"To be honest, I still can’t believe he didn’t call her back. Who doesn’t call a dork like that back?",Jim
1377,"Okay. Okay. There’s my girl. All right. Hold on one second. There we go. What’s that face for? Oh, my-oh, my God. Cece, no. No, no, no, not on the dress! Cece, stop!",Jim
1378,"Okay, “A,” Halbert. And, “B,” I think a more appropriate statement would be, “The ‘Halberts’ are hosting an intimate reception for their invited guests.”",Jim
1379,"Some events are so news worthy, so historic, that you have to stop everything to watch. Balloon Boy, Michael Jackson’s funeral. Things that if you didn’t see them live, you wouldn’t really care that you didn’t see them at all.",Jim
1380,"All right, Thank you, I will–I will send the contracts over right away. All Right. Whoo!",Jim
1381,"I am on the first hot sale streak of my life. I think it all comes from feeding Cece, because no matter how much she resists, I sell her those carrots. Let’s be honest–if I can make mushed carrots seem better than a boob… I can pretty much sell anything.",Jim
1382,"Well, since I have no incentive to sell, I’ve cleaned my car, organized my desk, and taken a multivitamin. So… what now?",Jim
1383,"Around here, Oscar is known as ‘actually’ because he will insert himself into just about any conversation to add facts, or correct grammar. He really does fit that old stereotype of the smug gay Mexican.",Jim
1384,...,Jim
1385,"Um, I was laying on the ground, defenseless, and uh, he just kept throwing ’em until he exhausted himself. And, uh, then… “How ’bout icing it? lol. Dwight.”",Jim
1386,I just want it to stop.,Jim
1387,"Yup, I do make great Christmas gifts. But I couldn’t make that.",Jim
1388,I mean…,Jim
1389,I just want to make a point to that last caller. I disagree. I don’t think it is the running game at all. I think we do have to make a few moves in this off-season.,Jim
1390,I did not love the dialogue. Or the character. I took the role to impress a receptionist who will remain nameless.,Jim
1391,"I’m sorry, that just wasn’t interesting to me.",Jim
1392,So you guys are filming people when they go to the bathroom now?,Jim
1393,"There is no inner circle. Deangelo just prefers to delegate a few things, to a few guys.",Jim
1394,So this is my life. Until I win the lottery . Or Pam finally writes that series of young adult books.,Jim
1395,Now what?,Jim
1396,"So as it turns out, unless you’re a young child or a prison inmate, you don’t need anyone supervising you. People just come in and do their work on their schedule. Imagine that – people like us allowed to sell paper. Unsupervised. And yet, somehow it works. It must be because the stakes are so high.",Jim
1397,"If I had thought that there was a real chance that Dwight would be permanent manager, I would have pre-quit. And you might be saying to yourself, “Well that’s pretty premature to think,” but I always say, it’s better to be pre-pre-preprepared.",Jim
1398,He never called a meeting.,Jim
1399,"We are the Search Committee, hand-picked by our CEO, and tasked to find this branch’s new manager. Not everyone we meet will be good, but someone’s bound to be, right? And, to be honest, I think a lot of the decent candidates are right here in-house, so, I’m not too worried. But I’m really excited to spend a lot of time with Toby and Gabe. Did you know that Gabe’s last name was Lewis? I had no idea.",Jim
1400,"He creeps me out. But, I think he might be a genius.",Jim
1401,"The Search Committee finally decided, after a lot of deliberation, on Robert California… for the manager position. Who took one look around and left.  He drove down to Florida and convinced Joe to make him CEO… CEO… her own job. He talked her out of her own job. And I don’t really know how someone does that. But, anyway, then the position was his to fill.   And he chose…",Jim
1402,"The new CEO works out of the conference room about half the time. But whenever he takes a break, he does these weird walks around the office. And you never know who he’s gonna zero in on for these really intense small-talks. You just hope it’s not you. And yet, you hope it is you too. It’s strange.",Jim
1403,"There’s this thing that people tend to do with billboards. How do I put this? If there’s an opportunity for a graffiti artist to work in a… phallic shape, interacting with the artwork, it’ll happen, and Andy gave them that opportunity.",Jim
1404,I’m actually really disappointed in how poorly my book is doing. I’ve only sold one copy.,Jim
1405,"Chapter 2 – Announcing guests as they enter is the height of decorum. The more volume displayed, the more honor is bestowed upon everyone present.",Jim
1406,Chapter 4 – One of the host’s most important duties is as Dance Master. A proper courtly dance sets the tone for the entire afternoon.,Jim
1407,"Chapter 9 – The tableau vivant is not only welcomed, but expected entertainment at any garden party.",Jim
1408,"I know, I know, I know. But Darryl and Kevin needed a third. They bought me this jersey. I said no. Kevin started crying. So, I am Chris Bosh.",Jim
1409,No! My wife does not believe in ghosts.,Jim
1410,"I have never played squash. But I have seen it in countless 80’s movies and it seems like the most common mistake is that you serve too hard and hit yourself right in the squash balls. So, as long as I don’t do that, I think I’ll be alright.",Jim
1411,"No, I’m not going to tell my nine-months-pregnant wife that I find her replacement objectively attractive. Just like I’m not going to tell my two-year-old daughter that violent video games are objectively more fun. It’s true, but it doesn’t help anybody.",Jim
1412,"Mike Tibbets is like the most boring-looking guy I know. So if that was for the matchmaker test, I think I’m in the clear. If that wasn’t for the matchmaker test, then… Cathy, he’s a really nice guy.",Jim
1413,"No, I’m not worried. Because this lie isn’t for me, it’s for Pam. And when she gets her body back and her confidence back… yes, I will tell her the truth. That I had feelings for a co-worker today that I haven’t had in years. But in my defense, he was grabbing my crotch fairly aggressively at the time.",Jim
1414,"I’m excited, I’ve actually never been to Gettysburg. Uh, my family was gonna go once, but then my brothers convinced me if was full of dead soldier zombies, so I freaked out and we turned the car around. But I’m older now, I can outrun a zombie.",Jim
1415,"No, I don’t think we should be trying to make this place seem unpleasant. I think we should let this place just crush her spirit by itself. I mean, it knows what it’s doing.",Jim
1416,"Oh wait, wait, wait! Hold on, hold on. I just need to get through. Just real quick. Real quick, open… uh, okay.",Jim
1417,This whole thing is making me very uncomfortable. I’m not getting between the boss and his wife so just ask me about something else. You know Stanley’s tie is really the story of the day…,Jim
1418,I got Stanley tickets to see Lewis Black for his birthday. …Might not have been the best idea.,Jim
1419,Ah… I’m gonna s-,Jim
1420,"Dwight really wants my bonus. He’s trying to entrap me. Oh god, now I can’t drink at this thing….I get really pranky when I drink.",Jim
1421,"Uh, yeah. I just got my replacement credit card…you want the number? Oh it’s uh four seven nine three, zero zero three two, three three one three. The security code is nine two seven. OK great. Thank you very much. Bye.",Jim
1422,"So Dwight did take the bait. He used my credit card numbers to send a two hundred dollar bouquet of flowers, to my wife…from me.",Jim
1423,"Oh man, I was supposed to tell Dwight something……C’mon, Jim. I got nothin’.",Jim
1424,"It’s always more fun to mess with Dwight with an audience. That was usually Pam so now that she’s out I had to find someone else. Turns out that Stanley is quite the comedy fan. But not everything makes him laugh. He has very specific tastes. Through a painstaking process of trial and error, I’ve found out what he likes. And it’s really weird.",Jim
1425,"You’re looking at the master of leaving parties early. They key is, you have to make a strong impression, so you want to have a picture taken, you want to say some peculiar non sequitur that people remember, you want to note something unique, a talking point, for later. I don’t mean to brag, but New Year’s Eve, I was home by nine.",Jim
1426,"I did get called in to jury duty. And they released me around noon, so, didn’t think it was worth it to come back to work for a half day. And then the next morning Pam was a little overwhelmed with the kids so I took an extra day to help out. And then three other days happened.",Jim
1427,I never considered that my week off would make everyone else’s job harder. The least I could do is give them a good story.,Jim
1428,You want a giraffe?,Jim
1429,"I would love for everyone to just forgive me. But, if that’s not happening, I’m not averse to just buying them all off.",Jim
1430,"I’ve spent so much of my life telling myself “Please, don’t end up like Stanley,” and now I’m wondering if I even have what it takes.",Jim
1431,"This is the last time I’ll ever see Dwight. It’s a weird feeling, it’s, um, what’s the word? It’s not, it’s not bittersweet. It’s uh… sweet. Yeah.",Jim
1432,"Well, I tried. You saw it, so, it’s on the record. I have a plane to catch.",Jim
1433,What is going on? And where’s Andy? And what is going on?,Jim
1434,"I think it’s a cross between Dumbo and Jumbo, with a hint of chubby. It’s not a name.",Jim
1435,"I’m sorry, we’re taking work time to move someone’s personal belongings into their new apartment.",Jim
1436,Why is she here?,Jim
1437,"Phyllis says the same twelve clichés every time it rains. So, I promised everyone that if she says them all by noon today, I will send out for hot chocolates.",Jim
1438,"Uh, Ryan can never know.",Jim
1439,"Last week, I may have gone too far. I’ll explain it quickly. Basically, I found out where he gets his clothes dry-cleaned. Custom ordered the same suit, made with tear-away Velcro. And… you can fill in the rest.",Jim
1440,Now he’s trying to get me to bring my children in to work. I think it’s fair to be cautious.,Jim
1441,"No, Pete is not the new Jim. The only we have in common is that neither of us wants to sit on Meredith’s face. And if that makes him the new Jim, then every human being in the world is the new Jim.",Jim
1442,I have nothing in common with Plop.,Jim
1443,"Oh, come on, Pete! God, that’s just sad. If he doesn’t watch himself, he’s gonna be here for years, doing nothing. Wow, maybe Pete is the new Jim.",Jim
1444,"Hey, man. It’s halpert. Did you go to the other guy yet? Great, don’t. I’m in. Yeah, yep, I’m all in. Ok, talk to you soon. Bye. Yeah!",Jim
1445,"I started a new business with my college friend. But, Pam doesn’t know. Um… actually I did tell Pam and we decided ‘no’. But, then I decided ‘yes’ anyway. So, I’m thinking there’s another conversation coming. And, it’s hard to know when that will be.",Jim
1446,"Right. And did you show them the market? Yeah. And what’d they say? That’s awesome! That, oh my god! Wow!",Jim
1447,It’s not even real yet. And I’m not gonna tell her ’til it’s real.,Jim
1448,"Pam always says I look like Nixon. That’s crazy, right? I mean there’s nothing there. True— Oh no.",Jim
1449,I don’t know what I was so worried about. I have the best wife in the world.,Jim
1450,"Last week, I finally told Pam about the other job I took in Philly…the side job. And she was so incredibly cool about it. And now I just wanna do something huge for her. Like if we were in some biker bar and she mouthed off to some bikers and they came lumbering over and I was like wham! Gotta go through me first.",Jim
1451,"I have this conference call today with this company in Philly that I’m helping start. Ah, first board meeting. Also, the first time I’ve ever been excited about work. So, that feels… wrong.",Jim
1452,"I am leaving early today for Philly, because tomorrow is the first day of my new job. So I figure I’d get in at 5:00, check into a hotel at about 6:00 so I can get a real good night of restless sleep and nervous puking.",Jim
1453,I bit my lip at lunch today.,Jim
1454,Now I have this big bump in my lip that hurts. I hate it.,Jim
1455,"Whatever. It’s not a big deal. You know I always tell my three year old, if this is the worst thing that’s gonna happen… You gotta be kidding me! Ok! Pam! That’s it, I’m going home!",Jim
1456,"I am meeting Dr. J today, otherwise known as Julius Irving, famed 76er and my own personal hero. But i have to be careful not to rub it in Pam’s face because let’s be honest, how would I feel if I was at home stuck with the kids while she was go carting with John Stamos.",Jim
1457,"Things are a little delicate with me and Pam right now. And if my working in Philly is gonna end up doubling the Dwight in her life, that’s only gonna make things worse.",Jim
1458,"Last week, my company in Philly lost a big investor, so we’re scrambling to find new funding. Luckily, my partners have a fix – me asking the boss of the company I’m abandoning to give us a gigantic influx of cash. So… problem solved. Thanks, guys.",Jim
1459,"No, it does matter who ends up sitting next to Pam when I’m gone. The people around you are basically who you end up spending your life with. I mean, because of where my desk was, I spent all those years looking at Pam, and I fell in love. So, that stuff matters. Definitely does.",Jim
1460,"Wow. This whole Philly thing has been so much fun that I may have lost sight of what really matters. I mean, having fun is not nearly as important as being good to the people who you really care about. I mean, that’s just ‘Roommates 101’.",Jim
1461,"I’m very excited to see Brian. Brian’s a great guy. And Pam and I have gotten really close to he and his wife, Alyssa over the years. And he got fired for protecting my wife from a jerk in the warehouse. I’m sorry, but you know him. He’s a good guy.",Jim
1462,"If I didn’t do certain things without telling Pam, she’d be married to Roy.",Jim
1463,"Well, if Pam says she won’t go, then— we’re gonna need a lot more than counseling. Hmph.",Jim
1464,"Don’t get me wrong, I am definitely here for Pam. But this is an awesome added bonus.",Jim
1465,"The guys at Athlead are still bugging me about this three month roadshow thing. Meeting athletes on their home turf, building relationships. Yeah, it sounds exciting. But I said no, and that’s final. I almost lost Pam over this business. I’m not risking that again.",Jim
1466,"By 2:00, Dwight will chose himself to be assistant to his own assistant, me.",Jim
1467,Thank you.,Jim
1468,"Jim said mixed berries? Well, yeah, he’s on to me. Um…",Pam
1469,Roy’s my fiance. We’ve been engaged about three years. We were supposed to get married in September but I think we’re gonna get married in the spring.,Pam
1470,"It would’ve been just as easy for him to spell insect. Of course, that wouldn’t have made any sense either.",Pam
1471,"Yeah, um, there’s good things about Michael. He uh, uh… Yeah, definitely. Um…",Pam
1472,This was tough. I suggested we flip a coin. But Angela said she doesn’t like to gamble. Of course by saying that she was gambling that I wouldn’t smack her.,Pam
1473,"My fiance has plans for us this Saturday. So I really hope that Dwight doesn’t make me work. Maybe I should sleep with him? I’m kidding, kidding. Totally kidding.",Pam
1474,"No, no, I know that the warranty’s expired, but isn’t it supposed to last longer than two years if it isn’t defective? OK, fine, three years.",Pam
1475,"It’s nice having Katy around. It’s another person for Michael to um, interact with.",Pam
1476,Jim is a great guy. He’s like a brother to me. We’re like best friends in the office and I really hope he finds someone.,Pam
1477,"You know what they say about a car wreck, where it’s so awful you can’t look away? The Dundies are like a car wreck that you want to look away, but you have to stare at it because your boss is making you.",Pam
1478,Michael has taped,Pam
1479,Can I get a drink?,Pam
1480,My Mom is coming in to visit. And she lives like two hours away. And she doesn’t have a cell phone… which is cool cause it’s kind of adding some suspense to my day. And I keep looking over at the door hoping she’ll walk in.,Pam
1481,Usually the day we talk about sexual harassment is the day that everyone harasses me as a joke.,Pam
1482,I love my Mom. Okay. That’s probably really the most obvious statement ever.,Pam
1483,He said what?,Pam
1484,"Every so often, Jim dies of boredom. I think today it was the expense reports that did him in. And our deal is that, it’s up to me to revive him.",Pam
1485,"The thing about Jim, is when he’s excited about something, like the Office Olympics, he gets really into it and he does a really great job. But the problem with Jim is that he works here, so that hardly ever happens.",Pam
1486,"Katy and Jim met in the office. And now I guess they’re like going out, or dating, or something. And, uh… I don’t know! You know? They’re just… She calls him, and they… You know, I’m sorry. I feel like I’m talking really loud. Am I talking really loud?",Pam
1487,"I forgot what a super, nice girl Katy is. And just… good for Jim! They are so cute together. And, um, what an adorable car.",Pam
1488,I’m guessing Angela’s the one in the neighborhood who gives the trick-or-treaters some toothbrushes. Pennies. Walnuts.,Pam
1489,"Dunder-Mifflin. This is Pam. Uh, yeah. Just one second. I will, uh, transfer you to our manager, Michael Scott.",Pam
1490,"Jim is really talented. And he should be the one who’s getting a better job offer. Like, for real.",Pam
1491,"Michael tends to procrastinate a bit whenever he has to do work. Umm, time cards, he has to sign these every Friday. Purchase orders have to be approved at the end of every month. And expense reports, all he has to do is initial these at the end of every quarter. But once a year, it all falls on the same Friday and that’s today. I call it the Perfect Storm.",Pam
1492,"Michael and his jeans. He gets in them, and I’m not exactly sure what happens. But I can tell you, he loves the way he looks in those jeans. I know that’s why he started casual Fridays.",Pam
1493,I’ll take those. Thanks.,Pam
1494,"Here’s what we think happened. Michael’s sidekick, who all through the movie is this complete idiot who’s causing the downfall of the United States, was originally named Dwight. But then Michael changed it to Samuel L. Chang using a search and replace, but that doesn’t work on misspelled words, leaving behind one Dwigt. And Dwight figured it out. Oops.",Pam
1495,"It’s performance review day, company-wide. Last year, my performance review started with Michael asking me what my hopes and dreams were, and it ended with him telling me he could bench-press 190 pounds. So, I don’t really know what to expect.",Pam
1496,It’s like squishing a spider under a book. It’s gonna be really gross but I have to look and make sure that it’s really dead. Sooo… If you guys see anything… ?,Pam
1497,What? Ohhhh… Yes! Thank you!,Pam
1498,"Just because two people are hanging out, it doesn’t mean that they’re together, you know? Like people can just be friends. And I think that it was really unfair to think that there was anything else going on.",Pam
1499,"Yeah, I think I made the right choice.",Pam
1500,"Oh God no, Dwight isn’t my friend… Oh my God! Dwight’s kind of my friend!",Pam
1501,"Roy and I just got back from the Poconos. I get ten vacation days a year, and I try to hold off taking them for as long as possible, and this year I got to the third week in January.",Pam
1502,Somebody did something bad to Michael’s carpet. Maybe that’s all we need to know.,Pam
1503,"Hey, guess what? I moved my computer so I can’t see Michael’s head. It’s working. I think I can have a career as a very specific type of decorator.",Pam
1504,"Sudoku. Level moderate. 18 minutes. Suck on that, Halpert.",Pam
1505,"I’ll transfer you. Dunder Mifflin, this is Pam. Hold, please. Dunder Mifflin, this is … okay, sorry. Michael was standing at my desk, and I needed to be busy or who knows what would’ve happened, so thank you.",Pam
1506,"Hey, what’s that word we made up when you have a thing stuck in your shoe? Anyway, I have a thing stuck in my shoe.",Pam
1507,"Hey, I have a chance to sneak out of here early, and I’m not messing this up, so I’ll see you tomorrow.",Pam
1508,"Calling from my cell phone. I don’t know if you guys figured out who did that to Michael’s carpet yet, but I have a theory that involves an inter-departmental conspiracy. Everybody in the office. We need to talk.",Pam
1509,Today’s a ‘women in the workplace’ thing. Jan’s coming in from Corporate to talk to all the women about… um… I don’t really know what. But Michael’s not allowed in. She said that about five times.,Pam
1510,I don’t know how I fit in with these women. Here. Or with Jan. Um… I mean we get along great. Fine. Um… I guess the person I have the most in common with is…,Pam
1511,Dreams are just that. They’re dreams. They help get you through the day. Like the thing about the terrace. It’s nice but… um… I don’t know. It was just something I read in this book when I was twelve. The girl in the book has a terrace outside of her bedroom and she planted flowers on it and I just loved that. Just always kind of stuck with me.,Pam
1512,"It’s impractical. I’m not going to try to get a house like that. Um… they don’t even make houses like that in Scranton. So, I’m never going to… .",Pam
1513,"Roy and I are saving for the wedding, so I made him promise not to get me anything too big.",Pam
1514,Michael’s got a few tricks for Valentine’s Day. He found a place where you can get 12 plastic roses for $10 and he’s got a great line. “Me so thorny.”,Pam
1515,I have a ton of stuff to do for the wedding. And I have to do it in the office. And that can be kind of awkward. Um… just because people can get all weird about wedding stuff. Then… I just… I don’t want to offend… Angela… or someone.,Pam
1516,I only have one goal today. To make one kid like me. Just one.,Pam
1517,"If I knew I had a week to live, I would… probably go to Europe. And South America. And the Grand Canyon. And… I would want to see the Pacific Ocean. …It would be a pretty busy week.",Pam
1518,Michael’s birthday was actually pretty cool. It was a good day. I don’t know… It was a good day.,Pam
1519,Wow! He really pulled out the big guns. Fake crying. Did not expect that.,Pam
1520,"What? Did you want to tell me something? You look like you want to tell me something. You look like you have something really important to say and you just can’t for some reason. Come on, you can tell me. Jim, you can tell me anything.",Pam
1521,"There are a few people I decided not to invite, and that might make things kind of awkward but … it’s my wedding. And I don’t want anyone there who has called me a hussy.",Pam
1522,I have this kind of big secret about Angela. And I’ve been really nice to her… and I haven’t told anyone. And what the hell?!,Pam
1523,I’m pretty happy these days. I’m getting married soon and I’m getting along with everybody at work.,Pam
1524,Jim is great. Being with him just takes away all the stress of planning my wedding.,Pam
1525,Sometimes I don’t put Michael through until he’s already said something. I look at it as a practice run for him. He usually does better on the second attempt.,Pam
1526,"About 10 minutes ago. No, I didn’t know what to say. Yes, I know. Um, I don’t know, mom, he’s my best friend. Yeah, he’s great. Yeah, I think I am. I have to go. I will. Listen, Jim…",Pam
1527,"Apparently Michael has come up with a Dunder Mifflin Mad Lib, and he’s making us play it with him. We are so happy. No. I’d like to choose a different adjective.",Pam
1528,"Yeah, I didn’t go through with the wedding. I got cold feet, a few days before. And I can’t really explain it. I just had to get out of that relationship. We still had to pay for all the food. So we froze it. But I’m, I’m doing well. I have my own apartment. I’m taking art classes. And I have lunch for the next five weeks.",Pam
1529,What do I think? I think everybody should stay out of everybody’s personal business!,Pam
1530,"Yes, I have a date. He’s a cartoonist for the local paper, which is really neat, because I like to draw too. I’m kind of nervous. I haven’t been on a first date in nine years… probably shouldn’t broadcast that.",Pam
1531,"I went on a date. It wasn’t a love connection, um… I think when I like someone again, I’ll just kinda know.",Pam
1532,"Movie Monday started with training videos, but we went through those pretty fast. Then we watched a medical video. Since then, it’s been half hour installments of various movies, with the exception of an episode of Entourage, which Michael made us watch six times.",Pam
1533,"Hey Kelly, my stuff just got here.",Pam
1534,"Kelly really likes to online shop. Soooo, I felt like I wanted some new clothes. I mean, I just, I wanted to, it just, I felt like it was time, to maybe um… just get new clothes.",Pam
1535,"I have this little vacuum cleaner that’s broken. If Dwight doesn’t work out, maybe that could be manager.",Pam
1536,"Well, I remember why I dress the way I do at work. But I’m gonna keep the clothes. I mean, it’ll be cool to just have some after work clothes that aren’t pajamas.",Pam
1537,"I may have a few weeks ago faked a call from Jan in order to get out of a synopsis of, I think it was, Navy: NCIS. Since then, Michael’s been suspicious.",Pam
1538,Did I wake up this morning thinking I’d be throwing together a bird funeral? You never can tell what your day here is gonna turn into.,Pam
1539,"Michael once told me that Home Alone is the saddest movie ever. When I asked him why, he said, “Because the whole family forgets the kid at home. There is nothing funny about that.”",Pam
1540,"It’s weird. Jan use to treat Michael like he was a ten year old, but lately it’s like he’s five.",Pam
1541,Once a year they bring in a little cart and they give away free pretzels. It’s really not a big deal. To some people it is.,Pam
1542,"Dunder Mifflin, this is Pam. Oh, hi Jan. He’s, uh, on a sales call. No message? Bye, Jan.",Pam
1543,It’s like mommy and daddy are fighting. Except mommy outranks daddy and mommy is way scarier.,Pam
1544,"Dwight is taking Ryan on a sales call today. So if we find Ryan’s body in a heavily-wooded area tomorrow, I owe Jim $30. It’s an old bet, but a deal’s a deal.",Pam
1545,Very official.,Pam
1546,"I decided to come. Uh… I feel a little under-dressed… but at least I’m not dressed like a slutty cheerleader, right? Is that mean?",Pam
1547,"It’s a blessing in disguise. Actually, not even in disguise. Sometimes at home, I answer the phone, “Dunder-Mifflin, this is Pam.” So, maybe that’ll stop now.",Pam
1548,"Maybe this is good. Finding another job is a pain. There’s another annoying boss, another desk, I’d have to learn everything all over again. So, there are reasons to stay.",Pam
1549,"Yes! I’m in a good mood today! I’m excited to meet all the new people and to see my old friend again, definitely. That’s always a thing that makes people happy… to have an old friend back.",Pam
1550,"The day’s going fine. It’s been a little chaotic but it’s fine. It’s great! A lot of distractions. But, it’s good.",Pam
1551,Wow. That was… wow.,Pam
1552,"I feel like I’ve been kinda cold to Karen and there’s no real reason for it. I mean it’s not like she’s ever done anything to me. So, I think I probably shouldn’t be cold to her.",Pam
1553,"No, I didn’t mind helping Jim with his problem. That’s what friends do. I help Phyllis all the time. Just yesterday, I untangled a piece of tape from her hair. So, yeah.",Pam
1554,"Michael sends me a postcard from every vacation he goes on. Atlantic City, he wishes I was here. Busch Gardens, Virginia, all I got was this lousy postcard. And this time, I’m Jamaican-him-crazy. I don’t know how far away he thought he was, because he put $10 worth of stamps on this.",Pam
1555,Michael and Jan together in Jamaica. I guess I would just need a little bit more evidence than seeing it with my own eyes.,Pam
1556,"Yes, it is The Island Luau Inventory ’07. It’s actually a success compared to Disco Audit ’05.",Pam
1557,"Something’s up with Jim and Karen. Not that I’ve been eavesdropping. It’s not really any of my business, but I’ve gotten pretty good at reading the back of Jim’s neck.",Pam
1558,"Phyllis… ended up using the exact same invitations as Roy and me. So it was kind of like being invited to my own wedding. And I was like ‘Wait, thought I called that off’.",Pam
1559,"Also, Pam and Roy.",Pam
1560,I’m really happy to be back with Roy. I think it shows maturity. Maturity and dignity. … Is that braggy? I don’t mean it to be braggy.,Pam
1561,"I have decided that I’m going to be more honest. I’m going to tell people what I want. Directly. So, look out world, cause ol’ Pammy is getting what she wants. And, don’t call me Pammy.",Pam
1562,"I really don’t want to talk about it. I don’t mean to be rude, but I just… I don’t want to comment on what happened. It",Pam
1563,It’s been a really rough couple of days… This helps a little.,Pam
1564,"I don’t know how the whole betting thing started, but it’s fun.",Pam
1565,Michael likes me to run the camera when he makes his apology videos. He says he needs a woman’s touch.,Pam
1566,Michael likes me to run the camera when he makes his apology videos. My favorite is the one for his mother.,Pam
1567,My personal favorite is the one he made for his condo association.,Pam
1568,"I don’t often miss Roy. But I can tell you one thing. I wish someone had flashed me when I was with Roy. Because that would have been the ass-kicking of the year. Especially if it had been Jim. He would not have wanted me to have seen Jim’s… Whoo, I am… I am saying a lot of things.",Pam
1569,I’m kind of in-between boyfriends right now. So I don’t need anything sexy. But I do need some new hand towels. I figure I can cut up this robe.,Pam
1570,"You know, I changed a tire today. All by myself. This bathrobe’s already coming in handy. Coming!",Pam
1571,"It is totally inappropriate, but on the other hand…",Pam
1572,"About 40 times a year, Michael gets really sick, but has no symptoms. Dwight is always gravely concerned.",Pam
1573,"I have the most boring job in the office, so… why wouldn’t I have the most boring job on beach day?",Pam
1574,"Oooh, uh hah, ooh! Wha-hoo! Ahhhh…",Pam
1575,"Sometimes Michael gets nostalgic and he talks about the classic gang. That’s Michael, me, Jim, Dwight, Angela, Kevin, Oscar, Stanley, Phyllis, Creed, Meredith, Kelly and Ryan. We’re a regular Ocean’s Eleven.",Pam
1576,"After I had my little outburst at the beach, Jim was really nice about it. He just basically said that he missed my friendship too and I would always mean a lot to him and I understand where he’s coming from. For the record, I am not embarassed at all. It needed to be said, and I said it, and it only took me three years to summons the courage, so thank you.",Pam
1577,"No, it’s fine. I’m sure it must have been weird for Jim when Roy and I were joking around… that",Pam
1578,"I’m happy for him. I hope he gets the job. I really just want him to be happy. And I know that sounds cliche. And I know saying it sounds cliche, sounds cliche… Maybe I’m being cliche. I don’t care. Cause I am what I am. That’s Popeye.",Pam
1579,"I learned from Jim, if Dwight ever asks you to accept something secret… you reply, “Absolutely, I do.”",Pam
1580,I literally cannot wait to see what Dwight has planned. And I wish Jim were here.,Pam
1581,"No, I don’t know what the future holds, but… I’m optimistic. And, uh, I had fun goofing around with Dwight today. Jim and I… are just… too similar. Maybe one day I’ll find my own Karen. But— you— that is, a, um, you know, not— A man. A man version. But, uh, until then… I can hold my head up. … I’m not gay.",Pam
1582,"Dunder Mifflin, this is Pam. Just one moment, I’ll transfer you.",Pam
1583,Kelly made me realize something. She and I have… nothing in common. And I need more friends.,Pam
1584,Jim and I went to dinner a few times when he got back from New York. I talked him through his break up. It’s really nice to be good friends again.,Pam
1585,They say if you’re nervous around someone you should picture them naked. I do not recommend this strategy. Try picturing them with more clothes on… or a funny coat.,Pam
1586,"I saw it. I saw it, and it was amazing! Who said I didn’t see it? Did Jim say that I didn’t see it? I saw it!",Pam
1587,Dwight mercy killed Angela’s cat. It’s very complicated. It’s caused a lot of unpleasantness between Dwight and Angela. Who are both already prone to unpleasantness.,Pam
1588,"Michael just rented The Devil Wears Prada. He has his NetFlix sent here to the office, and he watches them in pieces when things are slow.",Pam
1589,"He’s a big Meryl Streep fan, so I shouldn’t be surprised that he’s identified with her character.",Pam
1590,Mo Chuisle. He’s watching Million Dollar Baby… He’s gonna try to kill me.,Pam
1591,Oh my God. What century is this?,Pam
1592,"Now that I think about it, Angela and Andy might actually make a good couple. But I couldn’t do that to Dwight… or Angela… or Andy.",Pam
1593,"Man, Angela really had a hold on him. Angela.",Pam
1594,Dwight.,Pam
1595,Jim’s just really passionate about Italian food.,Pam
1596,"I worked until about 2:45 AM. And then I had to decide if I wanted to spend the night with Michael editing in his office, and Dwight watching Michael edit in his office, or drive home and probably fall asleep at the wheel and die in a fiery car wreck. I passed out on my keyboard trying to decide.",Pam
1597,"Oscar, Toby, and I are founding members of the Finer Things Club. We meet once a month to discuss books and art, celebrate culture in a very civilized way. Sometimes the debate can get heated, but we’re always respectful. There is no paper, no plastic, and no work talk allowed. It’s very exclusive.",Pam
1598,"I’m kidding around. We joke about that stuff all the time. I’m not really the jealous type, so, I don’t care if Jim sees Karen. I care a little.",Pam
1599,Ryan invited some of the branch managers and Toby into the woods for a “get to know you” weekend. Michael wasn’t invited. Apparently they already knew everything they needed to know about him.,Pam
1600,"Here’s the thing. When Michael invents a hypothetical situation, he eventually turns it into an actual situation.",Pam
1601,"I don’t care what they say, I just want to eat. Which I realize is a lot to ask for… at a dinner party.",Pam
1602,I know Jan didn’t poison the food. I know that. But if she was going to poison the food of someone at that table wouldn’t it be me? Michael’s former lover?,Pam
1603,One night…,Pam
1604,"Michael started the process of selecting a new chair about three weeks ago. And normally I wouldn’t care, but he promised me his old one. It’s way better. It’s one of these. I really want it.",Pam
1605,"I’m setting Michael up with my land lady. She’s really sweet and… whatever, I just can’t take Michael like this.",Pam
1606,"There is a master key and a spare key for the office. Dwight has them both. When I asked, “What if you die Dwight, how will we get into the office?” He said, “If I’m dead, you guys have been dead for weeks.”",Pam
1607,"Um… yeah, I slept over at a, uh, friend’s house and, I forgot my contact solution, so… I had to wear my backup glasses… Shut up.",Pam
1608,"What’s it like without my glasses? Um, well, here, I’ll show you. Unfocus your lens. A lot. I’m 20/400. You got it? Okay, I’m gonna spend the rest of the day like this. I can’t see any of the things that would bother me on a normal day. I can’t see anything disgusting, or ugly, or Michael… it’s great.",Pam
